user_id,num_ratings,MAE,RMSE
A12EYPUUV8X8M0,28,3.0105529195080325,3.3106099194931913
A12F2RP2OV3O62,83,4.699537453264858,4.703877969047493
A12FLZREV32JOP,33,3.852514457079581,3.98046574453685
A12GIO4CPMMAWK,18,4.079919031328924,4.238541256005503
A12GIOKE26ZFKJ,25,4.806185654127164,4.823662087339225
A12GJZ3T118DXA,17,4.763140653535953,4.855434448025528
A12GNKYTCBF15B,53,4.355466563843355,4.408300574855046
A12GORCLUEQ40U,42,3.916907963596393,4.002410049939346
A12GXBO0DF79M8,24,4.831134777327263,4.852547183468624
A12H38PCUHOC29,21,3.953120069599904,4.1184380980580455
A12HK3NVNRJJZD,19,3.475940705546903,3.743297438669113
A12I7LGSUZXWKV,20,4.953035955557209,4.953353059065919
A12IBDQV2T0WX2,19,4.9496699833656495,4.949961678289135
A12IDQSS4OW33B,63,3.7987983687339746,3.90174825072763
A12IQ99MWM9YQ8,23,3.595246038161354,3.7401879118867596
A12IRGQLFE4EBA,85,3.742018560110029,3.8835636141290673
A12JQR0REJIAHH,27,4.775799008183405,4.799324046913518
A12KC4IDE1EWA0,38,3.6908229406736486,3.786886333521373
A12KKY3PTY2J62,22,4.772877675392636,4.777009994265187
A12KWE98GAC7VP,32,4.008713195257637,4.0605770754515484
A12LH2100CKQO,29,3.157601532537755,3.5329409215767003
A12LI2A2M8WTE7,20,4.626169287595795,4.652678979959415
A12LKEM543ILBK,104,2.8344993118491093,3.182604082279368
A12LVOO387JUA,18,4.339825512700878,4.449020149840186
A12MDK0EU4DMAB,22,4.413852814790061,4.507481889072419
A12NERWXQ072KS,27,2.9544958993398223,3.192250549211465
A12NFK3VGMQYVB,19,3.870330956269909,4.136905597227319
A12O67514SZ69U,32,4.966396244448613,4.966552643542338
A12O6IA0QLZSGW,53,4.697899151253322,4.7251782674722485
A12OPA935YJDLC,19,4.681525109801156,4.782217618874973
A12OSDV4QJGAZ1,26,4.428602871642384,4.507881153645432
A12P9KAAW8D9XW,32,4.4059171144218405,4.530886321580142
A12PPVJA9CQ2YD,22,4.390927960607926,4.488720674762148
A12PTK0WEBO5ZK,17,4.076475375467382,4.265216778825312
A12Q5AHYDZLEMK,22,3.9099076229275935,4.230208390098545
A12QDGCPLHR80Z,21,4.865409118778821,4.8835041195652815
A12QR7VLSRYGDC,38,4.268017634368725,4.351626837851449
A12RH44CGGVYLD,18,3.4847639489797793,3.88155253465435
